,date,name,value
5739,2020-11,Midtown North,10
5740,2020-11,Midtown South,18
5741,2020-11,Midwood,273
5742,2020-11,Morningside Heights,2133
5743,2020-11,Morrisania/Melrose,405
5744,2020-11,Mott Haven/Port Morris,473
5745,2020-11,Mount Hope,429
5746,2020-11,Murray Hill,74
5747,2020-11,Murray Hill-Queens,74
5748,2020-11,Newark Airport,2
5749,2020-11,North Corona,194
5750,2020-11,Norwood,412
5751,2020-11,Oakland Gardens,27
5752,2020-11,Oakwood,1
5753,2020-11,Ocean Hill,338
5754,2020-11,Ocean Parkway South,50
5755,2020-11,Old Astoria,331
5756,2020-11,Ozone Park,30
5757,2020-11,Park Slope,928
5758,2020-11,Parkchester,300
5759,2020-11,Pelham Bay,88
5760,2020-11,Pelham Bay Park,13
5761,2020-11,Pelham Parkway,343
5762,2020-11,Penn Station/Madison Sq West,14
5763,2020-11,Port Richmond,5
5764,2020-11,Prospect Heights,190
5765,2020-11,Prospect Park,44
5766,2020-11,Prospect-Lefferts Gardens,863
5767,2020-11,Queens Village,171
5768,2020-11,Queensboro Hill,71
5769,2020-11,Queensbridge/Ravenswood,403
5770,2020-11,Randalls Island,8
5771,2020-11,Red Hook,130
5772,2020-11,Rego Park,740
5773,2020-11,Richmond Hill,631
5774,2020-11,Ridgewood,86
5775,2020-11,Riverdale/North Riverdale/Fieldston,91
5776,2020-11,Rockaway Park,51
5777,2020-11,Roosevelt Island,19
5778,2020-11,Rosedale,57
5779,2020-11,Rossville/Woodrow,1
5780,2020-11,Saint Albans,308
5781,2020-11,Saint George/New Brighton,11
5782,2020-11,Saint Michaels Cemetery/Woodside,39
5783,2020-11,Schuylerville/Edgewater Park,209
5784,2020-11,Seaport,10
5785,2020-11,Sheepshead Bay,277
5786,2020-11,SoHo,7
5787,2020-11,Soundview/Bruckner,303
5788,2020-11,Soundview/Castle Hill,639
5789,2020-11,South Beach/Dongan Hills,1
5790,2020-11,South Jamaica,262
5791,2020-11,South Ozone Park,218
5792,2020-11,South Williamsburg,57
5793,2020-11,Springfield Gardens North,237
5794,2020-11,Springfield Gardens South,101
5795,2020-11,Spuyten Duyvil/Kingsbridge,256
5796,2020-11,Starrett City,224
5797,2020-11,Steinway,269
5798,2020-11,Stuy Town/Peter Cooper Village,16
5799,2020-11,Stuyvesant Heights,659
5800,2020-11,Sunnyside,364
5801,2020-11,Sunset Park East,216
5802,2020-11,Sunset Park West,362
5803,2020-11,Sutton Place/Turtle Bay North,12
5804,2020-11,Times Sq/Theatre District,11
5805,2020-11,TriBeCa/Civic Center,26
5806,2020-11,Two Bridges/Seward Park,60
5807,2020-11,UN/Turtle Bay South,22
5808,2020-11,Union Sq,14
5809,2020-11,University Heights/Morris Heights,496
5810,2020-11,Upper East Side North,186
5811,2020-11,Upper East Side South,43
5812,2020-11,Upper West Side North,52
5813,2020-11,Upper West Side South,24
5814,2020-11,Van Cortlandt Park,27
5815,2020-11,Van Cortlandt Village,261
5816,2020-11,Van Nest/Morris Park,722
5817,2020-11,Washington Heights North,599
5818,2020-11,Washington Heights South,2575
5819,2020-11,West Chelsea/Hudson Yards,10
5820,2020-11,West Concourse,515
5821,2020-11,West Farms/Bronx River,215
5822,2020-11,West Village,8
5823,2020-11,Westchester Village/Unionport,226
5824,2020-11,Westerleigh,1
5825,2020-11,Whitestone,42
5826,2020-11,Willets Point,2
5827,2020-11,Williamsbridge/Olinville,413
5828,2020-11,Williamsburg (North Side),102
5829,2020-11,Williamsburg (South Side),96
5830,2020-11,Windsor Terrace,75
5831,2020-11,Woodhaven,122
5832,2020-11,Woodlawn/Wakefield,193
5833,2020-11,Woodside,554
5834,2020-11,World Trade Center,10
5835,2020-11,Yorkville East,20
5836,2020-11,Yorkville West,108
5837,2020-12,Allerton/Pelham Gardens,169
5838,2020-12,Alphabet City,19
5839,2020-12,Arrochar/Fort Wadsworth,5
5840,2020-12,Astoria,1507
5841,2020-12,Astoria Park,4
5842,2020-12,Auburndale,80
5843,2020-12,Baisley Park,264
5844,2020-12,Bath Beach,87
5845,2020-12,Battery Park City,3
5846,2020-12,Bay Ridge,471
5847,2020-12,Bay Terrace/Fort Totten,23
5848,2020-12,Bayside,69
5849,2020-12,Bedford,627
5850,2020-12,Bedford Park,322
5851,2020-12,Bellerose,67
5852,2020-12,Belmont,177
5853,2020-12,Bensonhurst East,138
5854,2020-12,Bensonhurst West,269
5855,2020-12,Bloomfield/Emerson Hill,45
5856,2020-12,Bloomingdale,294
5857,2020-12,Boerum Hill,1084
5858,2020-12,Borough Park,352
5859,2020-12,Breezy Point/Fort Tilden/Riis Beach,1
5860,2020-12,Briarwood/Jamaica Hills,136
5861,2020-12,Brighton Beach,161
5862,2020-12,Broad Channel,1
5863,2020-12,Bronx Park,23
5864,2020-12,Bronxdale,194
5865,2020-12,Brooklyn Heights,953
5866,2020-12,Brooklyn Navy Yard,68
5867,2020-12,Brownsville,595
5868,2020-12,Bushwick North,124
5869,2020-12,Bushwick South,258
5870,2020-12,Cambria Heights,79
5871,2020-12,Canarsie,526
5872,2020-12,Carroll Gardens,112
5873,2020-12,Central Harlem,4637
5874,2020-12,Central Harlem North,3184
5875,2020-12,Central Park,1346
5876,2020-12,Charleston/Tottenville,17
5877,2020-12,Chinatown,14
5878,2020-12,City Island,32
5879,2020-12,Claremont/Bathgate,362
5880,2020-12,Clinton East,24
5881,2020-12,Clinton Hill,543
5882,2020-12,Clinton West,19
5883,2020-12,Co-Op City,581
5884,2020-12,Cobble Hill,661
5885,2020-12,College Point,29
5886,2020-12,Columbia Street,14
5887,2020-12,Coney Island,491
5888,2020-12,Corona,520
5889,2020-12,Country Club,9
5890,2020-12,Crotona Park East,160
5891,2020-12,Crown Heights North,1187
5892,2020-12,Crown Heights South,353
5893,2020-12,Cypress Hills,126
5894,2020-12,DUMBO/Vinegar Hill,93
5895,2020-12,Douglaston,29
5896,2020-12,Downtown Brooklyn/MetroTech,1541
5897,2020-12,Dyker Heights,105
5898,2020-12,East Chelsea,29
5899,2020-12,East Concourse/Concourse Village,493
5900,2020-12,East Elmhurst,133
5901,2020-12,East Flatbush/Farragut,406
5902,2020-12,East Flatbush/Remsen Village,475
5903,2020-12,East Flushing,14
5904,2020-12,East Harlem North,7318
5905,2020-12,East Harlem South,6663
5906,2020-12,East New York,744
5907,2020-12,East New York/Pennsylvania Avenue,233
5908,2020-12,East Tremont,307
5909,2020-12,East Village,14
5910,2020-12,East Williamsburg,111
5911,2020-12,Eastchester,207
5912,2020-12,Elmhurst,1666
5913,2020-12,Elmhurst/Maspeth,241
5914,2020-12,Eltingville/Annadale/Prince's Bay,20
5915,2020-12,Erasmus,298
5916,2020-12,Far Rockaway,160
5917,2020-12,Financial District North,18
5918,2020-12,Financial District South,12
5919,2020-12,Flatbush/Ditmas Park,621
5920,2020-12,Flatiron,23
5921,2020-12,Flatlands,394
5922,2020-12,Flushing,293
5923,2020-12,Flushing Meadows-Corona Park,23
5924,2020-12,Fordham South,157
5925,2020-12,Forest Hills,2602
5926,2020-12,Forest Park/Highland Park,5
5927,2020-12,Fort Greene,2305
5928,2020-12,Fresh Meadows,62
5929,2020-12,Freshkills Park,1
5930,2020-12,Garment District,10
5931,2020-12,Glen Oaks,37
5932,2020-12,Glendale,94
5933,2020-12,Gowanus,196
5934,2020-12,Gramercy,31
5935,2020-12,Gravesend,171
5936,2020-12,Green-Wood Cemetery,2
5937,2020-12,Greenpoint,117
5938,2020-12,Greenwich Village North,14
5939,2020-12,Greenwich Village South,1
5940,2020-12,Grymes Hill/Clifton,28
5941,2020-12,Hamilton Heights,1082
5942,2020-12,Hammels/Arverne,162
5943,2020-12,Heartland Village/Todt Hill,4
5944,2020-12,Highbridge,327
5945,2020-12,Highbridge Park,19
5946,2020-12,Hillcrest/Pomonok,265
5947,2020-12,Hollis,156
5948,2020-12,Homecrest,198
5949,2020-12,Howard Beach,51
5950,2020-12,Hudson Sq,2
5951,2020-12,Hunts Point,139
5952,2020-12,Inwood,263
5953,2020-12,Inwood Hill Park,43
5954,2020-12,JFK Airport,13
5955,2020-12,Jackson Heights,854
5956,2020-12,Jamaica,1391
5957,2020-12,Jamaica Estates,200
5958,2020-12,Kensington,118
5959,2020-12,Kew Gardens,512
5960,2020-12,Kew Gardens Hills,140
5961,2020-12,Kingsbridge Heights,328
5962,2020-12,Kips Bay,75
5963,2020-12,LaGuardia Airport,7
5964,2020-12,Laurelton,124
5965,2020-12,Lenox Hill East,111
5966,2020-12,Lenox Hill West,53
5967,2020-12,Lincoln Square East,15
5968,2020-12,Lincoln Square West,16
5969,2020-12,Little Italy/NoLiTa,7
5970,2020-12,Long Island City/Hunters Point,196
5971,2020-12,Long Island City/Queens Plaza,137
5972,2020-12,Longwood,133
5973,2020-12,Lower East Side,3
5974,2020-12,Madison,121
5975,2020-12,Manhattan Beach,68
5976,2020-12,Manhattan Valley,63
5977,2020-12,Manhattanville,570
5978,2020-12,Marble Hill,89
5979,2020-12,Marine Park/Floyd Bennett Field,6
5980,2020-12,Marine Park/Mill Basin,192
5981,2020-12,Mariners Harbor,40
5982,2020-12,Maspeth,78
5983,2020-12,Meatpacking/West Village West,1
5984,2020-12,Melrose South,466
5985,2020-12,Middle Village,86
5986,2020-12,Midtown Center,11
5987,2020-12,Midtown East,24
5988,2020-12,Midtown North,11
5989,2020-12,Midtown South,17
5990,2020-12,Midwood,261
5991,2020-12,Morningside Heights,1850
5992,2020-12,Morrisania/Melrose,336
5993,2020-12,Mott Haven/Port Morris,439
5994,2020-12,Mount Hope,390
5995,2020-12,Murray Hill,72
5996,2020-12,Murray Hill-Queens,69
5997,2020-12,Newark Airport,1
5998,2020-12,North Corona,194
5999,2020-12,Norwood,381
6000,2020-12,Oakland Gardens,21
6001,2020-12,Oakwood,1
6002,2020-12,Ocean Hill,337
6003,2020-12,Ocean Parkway South,48
6004,2020-12,Old Astoria,279
6005,2020-12,Ozone Park,22
6006,2020-12,Park Slope,918
6007,2020-12,Parkchester,319
6008,2020-12,Pelham Bay,68
6009,2020-12,Pelham Bay Park,11
6010,2020-12,Pelham Parkway,336
6011,2020-12,Penn Station/Madison Sq West,7
6012,2020-12,Port Richmond,2
6013,2020-12,Prospect Heights,174
6014,2020-12,Prospect Park,34
6015,2020-12,Prospect-Lefferts Gardens,890
6016,2020-12,Queens Village,183
6017,2020-12,Queensboro Hill,64
6018,2020-12,Queensbridge/Ravenswood,337
6019,2020-12,Randalls Island,16
6020,2020-12,Red Hook,123
6021,2020-12,Rego Park,674
6022,2020-12,Richmond Hill,671
6023,2020-12,Ridgewood,101
6024,2020-12,Riverdale/North Riverdale/Fieldston,83
6025,2020-12,Rockaway Park,53
6026,2020-12,Roosevelt Island,22
6027,2020-12,Rosedale,61
6028,2020-12,Saint Albans,280
6029,2020-12,Saint George/New Brighton,23
6030,2020-12,Saint Michaels Cemetery/Woodside,30
6031,2020-12,Schuylerville/Edgewater Park,210
6032,2020-12,Seaport,12
6033,2020-12,Sheepshead Bay,218
6034,2020-12,SoHo,1
6035,2020-12,Soundview/Bruckner,227
6036,2020-12,Soundview/Castle Hill,628
6037,2020-12,South Beach/Dongan Hills,1
6038,2020-12,South Jamaica,296
6039,2020-12,South Ozone Park,210
6040,2020-12,South Williamsburg,52
6041,2020-12,Springfield Gardens North,218
6042,2020-12,Springfield Gardens South,83
6043,2020-12,Spuyten Duyvil/Kingsbridge,250
6044,2020-12,Stapleton,3
6045,2020-12,Starrett City,215
6046,2020-12,Steinway,205
6047,2020-12,Stuy Town/Peter Cooper Village,15
6048,2020-12,Stuyvesant Heights,605
6049,2020-12,Sunnyside,337
6050,2020-12,Sunset Park East,232
6051,2020-12,Sunset Park West,293
6052,2020-12,Sutton Place/Turtle Bay North,17
6053,2020-12,Times Sq/Theatre District,6
6054,2020-12,TriBeCa/Civic Center,30
6055,2020-12,Two Bridges/Seward Park,54
6056,2020-12,UN/Turtle Bay South,17
6057,2020-12,Union Sq,25
6058,2020-12,University Heights/Morris Heights,467
6059,2020-12,Upper East Side North,184
6060,2020-12,Upper East Side South,34
6061,2020-12,Upper West Side North,43
6062,2020-12,Upper West Side South,12
6063,2020-12,Van Cortlandt Park,34
6064,2020-12,Van Cortlandt Village,226
6065,2020-12,Van Nest/Morris Park,694
6066,2020-12,Washington Heights North,517
6067,2020-12,Washington Heights South,2384
6068,2020-12,West Brighton,1
6069,2020-12,West Chelsea/Hudson Yards,6
6070,2020-12,West Concourse,459
6071,2020-12,West Farms/Bronx River,183
6072,2020-12,West Village,12
6073,2020-12,Westchester Village/Unionport,240
6074,2020-12,Westerleigh,1
6075,2020-12,Whitestone,35
6076,2020-12,Willets Point,1
6077,2020-12,Williamsbridge/Olinville,407
6078,2020-12,Williamsburg (North Side),67
6079,2020-12,Williamsburg (South Side),87
6080,2020-12,Windsor Terrace,65
6081,2020-12,Woodhaven,83
6082,2020-12,Woodlawn/Wakefield,152
6083,2020-12,Woodside,443
6084,2020-12,World Trade Center,8
6085,2020-12,Yorkville East,21
6086,2020-12,Yorkville West,93
6087,2021-01,Allerton/Pelham Gardens,197
6088,2021-01,Alphabet City,26
6089,2021-01,Astoria,1200
6090,2021-01,Astoria Park,2
6091,2021-01,Auburndale,84
6092,2021-01,Baisley Park,289
6093,2021-01,Bath Beach,99
6094,2021-01,Battery Park,1
6095,2021-01,Battery Park City,9
6096,2021-01,Bay Ridge,405
6097,2021-01,Bay Terrace/Fort Totten,33
6098,2021-01,Bayside,77
6099,2021-01,Bedford,636
6100,2021-01,Bedford Park,271
6101,2021-01,Bellerose,75
6102,2021-01,Belmont,153
6103,2021-01,Bensonhurst East,127
6104,2021-01,Bensonhurst West,244
6105,2021-01,Bloomfield/Emerson Hill,50
6106,2021-01,Bloomingdale,254
6107,2021-01,Boerum Hill,901
6108,2021-01,Borough Park,323
6109,2021-01,Breezy Point/Fort Tilden/Riis Beach,1
6110,2021-01,Briarwood/Jamaica Hills,144
6111,2021-01,Brighton Beach,149
6112,2021-01,Bronx Park,22
6113,2021-01,Bronxdale,197
6114,2021-01,Brooklyn Heights,867
6115,2021-01,Brooklyn Navy Yard,19
6116,2021-01,Brownsville,564
6117,2021-01,Bushwick North,152
6118,2021-01,Bushwick South,305
6119,2021-01,Cambria Heights,78
6120,2021-01,Canarsie,590
6121,2021-01,Carroll Gardens,80
6122,2021-01,Central Harlem,4183
6123,2021-01,Central Harlem North,2780
6124,2021-01,Central Park,1330
6125,2021-01,Charleston/Tottenville,7
6126,2021-01,Chinatown,23
6127,2021-01,City Island,26
6128,2021-01,Claremont/Bathgate,349
6129,2021-01,Clinton East,31
6130,2021-01,Clinton Hill,538
6131,2021-01,Clinton West,15
6132,2021-01,Co-Op City,529
6133,2021-01,Cobble Hill,551
6134,2021-01,College Point,23
6135,2021-01,Columbia Street,16
6136,2021-01,Coney Island,426
6137,2021-01,Corona,456
6138,2021-01,Country Club,7
6139,2021-01,Crotona Park,8
6140,2021-01,Crotona Park East,135
6141,2021-01,Crown Heights North,1269
6142,2021-01,Crown Heights South,310
6143,2021-01,Cypress Hills,126
6144,2021-01,DUMBO/Vinegar Hill,134
6145,2021-01,Douglaston,20
6146,2021-01,Downtown Brooklyn/MetroTech,1344
6147,2021-01,Dyker Heights,96
6148,2021-01,East Chelsea,38
6149,2021-01,East Concourse/Concourse Village,503
6150,2021-01,East Elmhurst,121
6151,2021-01,East Flatbush/Farragut,444
6152,2021-01,East Flatbush/Remsen Village,506
6153,2021-01,East Flushing,12
6154,2021-01,East Harlem North,6671
6155,2021-01,East Harlem South,6189
6156,2021-01,East New York,750
6157,2021-01,East New York/Pennsylvania Avenue,194
6158,2021-01,East Tremont,304
6159,2021-01,East Village,13
6160,2021-01,East Williamsburg,118
6161,2021-01,Eastchester,184
6162,2021-01,Elmhurst,1090
6163,2021-01,Elmhurst/Maspeth,186
6164,2021-01,Eltingville/Annadale/Prince's Bay,17
6165,2021-01,Erasmus,207
6166,2021-01,Far Rockaway,104
6167,2021-01,Financial District North,13
6168,2021-01,Financial District South,8
6169,2021-01,Flatbush/Ditmas Park,578
6170,2021-01,Flatiron,20
6171,2021-01,Flatlands,392
6172,2021-01,Flushing,249
6173,2021-01,Flushing Meadows-Corona Park,24
6174,2021-01,Fordham South,142
6175,2021-01,Forest Hills,2138
6176,2021-01,Forest Park/Highland Park,10
6177,2021-01,Fort Greene,1969
6178,2021-01,Fresh Meadows,68
6179,2021-01,Garment District,11
6180,2021-01,Glen Oaks,31
6181,2021-01,Glendale,109
6182,2021-01,Gowanus,178
6183,2021-01,Gramercy,45
6184,2021-01,Gravesend,157
6185,2021-01,Greenpoint,69
6186,2021-01,Greenwich Village North,14
6187,2021-01,Greenwich Village South,1
6188,2021-01,Grymes Hill/Clifton,24
6189,2021-01,Hamilton Heights,1084
6190,2021-01,Hammels/Arverne,171
6191,2021-01,Heartland Village/Todt Hill,8
6192,2021-01,Highbridge,279
6193,2021-01,Highbridge Park,14
6194,2021-01,Hillcrest/Pomonok,235
6195,2021-01,Hollis,150
6196,2021-01,Homecrest,202
6197,2021-01,Howard Beach,41
6198,2021-01,Hudson Sq,3
6199,2021-01,Hunts Point,136
6200,2021-01,Inwood,276
6201,2021-01,Inwood Hill Park,39
6202,2021-01,JFK Airport,10
6203,2021-01,Jackson Heights,578
6204,2021-01,Jamaica,1145
6205,2021-01,Jamaica Estates,226
6206,2021-01,Kensington,116
6207,2021-01,Kew Gardens,427
6208,2021-01,Kew Gardens Hills,128
6209,2021-01,Kingsbridge Heights,307
6210,2021-01,Kips Bay,105
6211,2021-01,LaGuardia Airport,4
6212,2021-01,Laurelton,119
6213,2021-01,Lenox Hill East,144
6214,2021-01,Lenox Hill West,38
6215,2021-01,Lincoln Square East,21
6216,2021-01,Lincoln Square West,19
6217,2021-01,Little Italy/NoLiTa,11
6218,2021-01,Long Island City/Hunters Point,180
6219,2021-01,Long Island City/Queens Plaza,122
6220,2021-01,Longwood,133
6221,2021-01,Lower East Side,10
6222,2021-01,Madison,117
6223,2021-01,Manhattan Beach,61
6224,2021-01,Manhattan Valley,80
6225,2021-01,Manhattanville,578
6226,2021-01,Marble Hill,84
6227,2021-01,Marine Park/Floyd Bennett Field,7
6228,2021-01,Marine Park/Mill Basin,256
6229,2021-01,Mariners Harbor,6
6230,2021-01,Maspeth,62
6231,2021-01,Meatpacking/West Village West,2
6232,2021-01,Melrose South,412
6233,2021-01,Middle Village,66
6234,2021-01,Midtown Center,24
6235,2021-01,Midtown East,19
6236,2021-01,Midtown North,18
6237,2021-01,Midtown South,19
6238,2021-01,Midwood,250
6239,2021-01,Morningside Heights,1928
6240,2021-01,Morrisania/Melrose,311
6241,2021-01,Mott Haven/Port Morris,390
6242,2021-01,Mount Hope,319
6243,2021-01,Murray Hill,78
6244,2021-01,Murray Hill-Queens,68
6245,2021-01,New Dorp/Midland Beach,2
6246,2021-01,Newark Airport,1
6247,2021-01,North Corona,138
6248,2021-01,Norwood,389
6249,2021-01,Oakland Gardens,23
6250,2021-01,Oakwood,1
6251,2021-01,Ocean Hill,330
6252,2021-01,Ocean Parkway South,37
6253,2021-01,Old Astoria,246
6254,2021-01,Ozone Park,13
6255,2021-01,Park Slope,754
6256,2021-01,Parkchester,280
6257,2021-01,Pelham Bay,94
6258,2021-01,Pelham Bay Park,13
6259,2021-01,Pelham Parkway,311
6260,2021-01,Penn Station/Madison Sq West,11
6261,2021-01,Port Richmond,1
6262,2021-01,Prospect Heights,155
6263,2021-01,Prospect Park,21
6264,2021-01,Prospect-Lefferts Gardens,832
6265,2021-01,Queens Village,175
6266,2021-01,Queensboro Hill,70
6267,2021-01,Queensbridge/Ravenswood,337
6268,2021-01,Randalls Island,13
6269,2021-01,Red Hook,126
6270,2021-01,Rego Park,584
6271,2021-01,Richmond Hill,593
6272,2021-01,Ridgewood,95
6273,2021-01,Riverdale/North Riverdale/Fieldston,95
6274,2021-01,Rockaway Park,53
6275,2021-01,Roosevelt Island,21
6276,2021-01,Rosedale,56
6277,2021-01,Saint Albans,301
6278,2021-01,Saint George/New Brighton,15
6279,2021-01,Saint Michaels Cemetery/Woodside,39
6280,2021-01,Schuylerville/Edgewater Park,199
6281,2021-01,Seaport,9
6282,2021-01,Sheepshead Bay,202
6283,2021-01,SoHo,6
6284,2021-01,Soundview/Bruckner,202
6285,2021-01,Soundview/Castle Hill,584
6286,2021-01,South Beach/Dongan Hills,1
6287,2021-01,South Jamaica,304
6288,2021-01,South Ozone Park,205
6289,2021-01,South Williamsburg,54
6290,2021-01,Springfield Gardens North,220
6291,2021-01,Springfield Gardens South,80
6292,2021-01,Spuyten Duyvil/Kingsbridge,260
6293,2021-01,Stapleton,2
6294,2021-01,Starrett City,192
6295,2021-01,Steinway,218
6296,2021-01,Stuy Town/Peter Cooper Village,9
6297,2021-01,Stuyvesant Heights,568
6298,2021-01,Sunnyside,307
6299,2021-01,Sunset Park East,252
6300,2021-01,Sunset Park West,281
6301,2021-01,Sutton Place/Turtle Bay North,23
6302,2021-01,Times Sq/Theatre District,5
6303,2021-01,TriBeCa/Civic Center,35
6304,2021-01,Two Bridges/Seward Park,45
6305,2021-01,UN/Turtle Bay South,14
6306,2021-01,Union Sq,28
6307,2021-01,University Heights/Morris Heights,386
6308,2021-01,Upper East Side North,189
6309,2021-01,Upper East Side South,35
6310,2021-01,Upper West Side North,53
6311,2021-01,Upper West Side South,10
6312,2021-01,Van Cortlandt Park,43
6313,2021-01,Van Cortlandt Village,223
6314,2021-01,Van Nest/Morris Park,628
6315,2021-01,Washington Heights North,472
6316,2021-01,Washington Heights South,2602
6317,2021-01,West Brighton,3
6318,2021-01,West Chelsea/Hudson Yards,4
6319,2021-01,West Concourse,481
6320,2021-01,West Farms/Bronx River,144
6321,2021-01,West Village,5
6322,2021-01,Westchester Village/Unionport,191
6323,2021-01,Whitestone,38
6324,2021-01,Willets Point,1
6325,2021-01,Williamsbridge/Olinville,371
6326,2021-01,Williamsburg (North Side),49
6327,2021-01,Williamsburg (South Side),69
6328,2021-01,Windsor Terrace,88
6329,2021-01,Woodhaven,117
6330,2021-01,Woodlawn/Wakefield,154
6331,2021-01,Woodside,228
6332,2021-01,World Trade Center,11
6333,2021-01,Yorkville East,26
6334,2021-01,Yorkville West,129
6335,2021-02,Allerton/Pelham Gardens,141
6336,2021-02,Alphabet City,17
6337,2021-02,Arden Heights,1
6338,2021-02,Astoria,837
6339,2021-02,Astoria Park,3
6340,2021-02,Auburndale,65
6341,2021-02,Baisley Park,201
6342,2021-02,Bath Beach,91
6343,2021-02,Battery Park City,2
6344,2021-02,Bay Ridge,338
6345,2021-02,Bay Terrace/Fort Totten,16
6346,2021-02,Bayside,60
6347,2021-02,Bedford,535
