,date,name,value
6913,2021-04,Financial District South,13
6914,2021-04,Flatbush/Ditmas Park,700
6915,2021-04,Flatiron,25
6916,2021-04,Flatlands,504
6917,2021-04,Flushing,312
6918,2021-04,Flushing Meadows-Corona Park,76
6919,2021-04,Fordham South,183
6920,2021-04,Forest Hills,2395
6921,2021-04,Forest Park/Highland Park,12
6922,2021-04,Fort Greene,1600
6923,2021-04,Fresh Meadows,80
6924,2021-04,Freshkills Park,1
6925,2021-04,Garment District,17
6926,2021-04,Glen Oaks,27
6927,2021-04,Glendale,129
6928,2021-04,Gowanus,175
6929,2021-04,Gramercy,50
6930,2021-04,Gravesend,159
6931,2021-04,Great Kills,2
6932,2021-04,Green-Wood Cemetery,2
6933,2021-04,Greenpoint,78
6934,2021-04,Greenwich Village North,19
6935,2021-04,Greenwich Village South,2
6936,2021-04,Grymes Hill/Clifton,11
6937,2021-04,Hamilton Heights,1211
6938,2021-04,Hammels/Arverne,215
6939,2021-04,Heartland Village/Todt Hill,4
6940,2021-04,Highbridge,401
6941,2021-04,Highbridge Park,18
6942,2021-04,Hillcrest/Pomonok,224
6943,2021-04,Hollis,127
6944,2021-04,Homecrest,229
6945,2021-04,Howard Beach,104
6946,2021-04,Hudson Sq,2
6947,2021-04,Hunts Point,193
6948,2021-04,Inwood,360
6949,2021-04,Inwood Hill Park,32
6950,2021-04,JFK Airport,12
6951,2021-04,Jackson Heights,750
6952,2021-04,Jamaica,851
6953,2021-04,Jamaica Bay,1
6954,2021-04,Jamaica Estates,168
6955,2021-04,Kensington,165
6956,2021-04,Kew Gardens,559
6957,2021-04,Kew Gardens Hills,159
6958,2021-04,Kingsbridge Heights,388
6959,2021-04,Kips Bay,124
6960,2021-04,LaGuardia Airport,10
6961,2021-04,Laurelton,130
6962,2021-04,Lenox Hill East,190
6963,2021-04,Lenox Hill West,54
6964,2021-04,Lincoln Square East,25
6965,2021-04,Lincoln Square West,21
6966,2021-04,Little Italy/NoLiTa,6
6967,2021-04,Long Island City/Hunters Point,243
6968,2021-04,Long Island City/Queens Plaza,127
6969,2021-04,Longwood,197
6970,2021-04,Lower East Side,8
6971,2021-04,Madison,161
6972,2021-04,Manhattan Beach,89
6973,2021-04,Manhattan Valley,79
6974,2021-04,Manhattanville,672
6975,2021-04,Marble Hill,92
6976,2021-04,Marine Park/Floyd Bennett Field,9
6977,2021-04,Marine Park/Mill Basin,257
6978,2021-04,Mariners Harbor,32
6979,2021-04,Maspeth,95
6980,2021-04,Meatpacking/West Village West,1
6981,2021-04,Melrose South,645
6982,2021-04,Middle Village,110
6983,2021-04,Midtown Center,31
6984,2021-04,Midtown East,21
6985,2021-04,Midtown North,17
6986,2021-04,Midtown South,28
6987,2021-04,Midwood,336
6988,2021-04,Morningside Heights,2239
6989,2021-04,Morrisania/Melrose,388
6990,2021-04,Mott Haven/Port Morris,581
6991,2021-04,Mount Hope,465
6992,2021-04,Murray Hill,68
6993,2021-04,Murray Hill-Queens,56
6994,2021-04,Newark Airport,1
6995,2021-04,North Corona,147
6996,2021-04,Norwood,486
6997,2021-04,Oakland Gardens,40
6998,2021-04,Ocean Hill,349
6999,2021-04,Ocean Parkway South,38
7000,2021-04,Old Astoria,264
7001,2021-04,Ozone Park,34
7002,2021-04,Park Slope,784
7003,2021-04,Parkchester,357
7004,2021-04,Pelham Bay,117
7005,2021-04,Pelham Bay Park,14
7006,2021-04,Pelham Parkway,319
7007,2021-04,Penn Station/Madison Sq West,13
7008,2021-04,Port Richmond,2
7009,2021-04,Prospect Heights,221
7010,2021-04,Prospect Park,38
7011,2021-04,Prospect-Lefferts Gardens,918
7012,2021-04,Queens Village,208
7013,2021-04,Queensboro Hill,68
7014,2021-04,Queensbridge/Ravenswood,362
7015,2021-04,Randalls Island,6
7016,2021-04,Red Hook,109
7017,2021-04,Rego Park,595
7018,2021-04,Richmond Hill,647
7019,2021-04,Ridgewood,135
7020,2021-04,Riverdale/North Riverdale/Fieldston,133
7021,2021-04,Rockaway Park,62
7022,2021-04,Roosevelt Island,33
7023,2021-04,Rosedale,57
7024,2021-04,Rossville/Woodrow,1
7025,2021-04,Saint Albans,316
7026,2021-04,Saint George/New Brighton,15
7027,2021-04,Saint Michaels Cemetery/Woodside,36
7028,2021-04,Schuylerville/Edgewater Park,239
7029,2021-04,Seaport,13
7030,2021-04,Sheepshead Bay,267
7031,2021-04,SoHo,7
7032,2021-04,Soundview/Bruckner,273
7033,2021-04,Soundview/Castle Hill,821
7034,2021-04,South Beach/Dongan Hills,3
7035,2021-04,South Jamaica,300
7036,2021-04,South Ozone Park,269
7037,2021-04,South Williamsburg,84
7038,2021-04,Springfield Gardens North,226
7039,2021-04,Springfield Gardens South,79
7040,2021-04,Spuyten Duyvil/Kingsbridge,333
7041,2021-04,Stapleton,6
7042,2021-04,Starrett City,298
7043,2021-04,Steinway,215
7044,2021-04,Stuy Town/Peter Cooper Village,21
7045,2021-04,Stuyvesant Heights,616
7046,2021-04,Sunnyside,411
7047,2021-04,Sunset Park East,221
7048,2021-04,Sunset Park West,357
7049,2021-04,Sutton Place/Turtle Bay North,15
7050,2021-04,Times Sq/Theatre District,16
7051,2021-04,TriBeCa/Civic Center,26
7052,2021-04,Two Bridges/Seward Park,59
7053,2021-04,UN/Turtle Bay South,31
7054,2021-04,Union Sq,34
7055,2021-04,University Heights/Morris Heights,547
7056,2021-04,Upper East Side North,297
7057,2021-04,Upper East Side South,46
7058,2021-04,Upper West Side North,64
7059,2021-04,Upper West Side South,23
7060,2021-04,Van Cortlandt Park,49
7061,2021-04,Van Cortlandt Village,258
7062,2021-04,Van Nest/Morris Park,958
7063,2021-04,Washington Heights North,514
7064,2021-04,Washington Heights South,2670
7065,2021-04,West Chelsea/Hudson Yards,12
7066,2021-04,West Concourse,506
7067,2021-04,West Farms/Bronx River,196
7068,2021-04,West Village,10
7069,2021-04,Westchester Village/Unionport,250
7070,2021-04,Westerleigh,4
7071,2021-04,Whitestone,43
7072,2021-04,Willets Point,10
7073,2021-04,Williamsbridge/Olinville,468
7074,2021-04,Williamsburg (North Side),105
7075,2021-04,Williamsburg (South Side),129
7076,2021-04,Windsor Terrace,86
7077,2021-04,Woodhaven,110
7078,2021-04,Woodlawn/Wakefield,238
7079,2021-04,Woodside,340
7080,2021-04,World Trade Center,4
7081,2021-04,Yorkville East,20
7082,2021-04,Yorkville West,147
7083,2021-05,Allerton/Pelham Gardens,179
7084,2021-05,Alphabet City,18
7085,2021-05,Arden Heights,18
7086,2021-05,Arrochar/Fort Wadsworth,3
7087,2021-05,Astoria,1473
7088,2021-05,Astoria Park,5
7089,2021-05,Auburndale,75
7090,2021-05,Baisley Park,291
7091,2021-05,Bath Beach,124
7092,2021-05,Battery Park City,8
7093,2021-05,Bay Ridge,439
7094,2021-05,Bay Terrace/Fort Totten,31
7095,2021-05,Bayside,74
7096,2021-05,Bedford,601
7097,2021-05,Bedford Park,302
7098,2021-05,Bellerose,64
7099,2021-05,Belmont,185
7100,2021-05,Bensonhurst East,136
7101,2021-05,Bensonhurst West,195
7102,2021-05,Bloomfield/Emerson Hill,39
7103,2021-05,Bloomingdale,409
7104,2021-05,Boerum Hill,830
7105,2021-05,Borough Park,350
7106,2021-05,Breezy Point/Fort Tilden/Riis Beach,2
7107,2021-05,Briarwood/Jamaica Hills,170
7108,2021-05,Brighton Beach,171
7109,2021-05,Broad Channel,1
7110,2021-05,Bronx Park,37
7111,2021-05,Bronxdale,231
7112,2021-05,Brooklyn Heights,1040
7113,2021-05,Brooklyn Navy Yard,35
7114,2021-05,Brownsville,647
7115,2021-05,Bushwick North,138
7116,2021-05,Bushwick South,306
7117,2021-05,Cambria Heights,75
7118,2021-05,Canarsie,686
7119,2021-05,Carroll Gardens,116
7120,2021-05,Central Harlem,4920
7121,2021-05,Central Harlem North,3451
7122,2021-05,Central Park,1306
7123,2021-05,Charleston/Tottenville,3
7124,2021-05,Chinatown,35
7125,2021-05,City Island,52
7126,2021-05,Claremont/Bathgate,367
7127,2021-05,Clinton East,29
7128,2021-05,Clinton Hill,500
7129,2021-05,Clinton West,23
7130,2021-05,Co-Op City,628
7131,2021-05,Cobble Hill,386
7132,2021-05,College Point,38
7133,2021-05,Columbia Street,17
7134,2021-05,Coney Island,462
7135,2021-05,Corona,460
7136,2021-05,Country Club,12
7137,2021-05,Crotona Park,11
7138,2021-05,Crotona Park East,174
7139,2021-05,Crown Heights North,1402
7140,2021-05,Crown Heights South,346
7141,2021-05,Cypress Hills,128
7142,2021-05,DUMBO/Vinegar Hill,245
7143,2021-05,Douglaston,21
7144,2021-05,Downtown Brooklyn/MetroTech,1517
7145,2021-05,Dyker Heights,111
7146,2021-05,East Chelsea,23
7147,2021-05,East Concourse/Concourse Village,609
7148,2021-05,East Elmhurst,76
7149,2021-05,East Flatbush/Farragut,441
7150,2021-05,East Flatbush/Remsen Village,495
7151,2021-05,East Flushing,25
7152,2021-05,East Harlem North,8771
7153,2021-05,East Harlem South,7827
7154,2021-05,East New York,827
7155,2021-05,East New York/Pennsylvania Avenue,293
7156,2021-05,East Tremont,282
7157,2021-05,East Village,28
7158,2021-05,East Williamsburg,127
7159,2021-05,Eastchester,232
7160,2021-05,Elmhurst,1252
7161,2021-05,Elmhurst/Maspeth,213
7162,2021-05,Erasmus,258
7163,2021-05,Far Rockaway,182
7164,2021-05,Financial District North,25
7165,2021-05,Financial District South,11
7166,2021-05,Flatbush/Ditmas Park,651
7167,2021-05,Flatiron,30
7168,2021-05,Flatlands,425
7169,2021-05,Flushing,264
7170,2021-05,Flushing Meadows-Corona Park,51
7171,2021-05,Fordham South,167
7172,2021-05,Forest Hills,2600
7173,2021-05,Forest Park/Highland Park,10
7174,2021-05,Fort Greene,1625
7175,2021-05,Fresh Meadows,49
7176,2021-05,Freshkills Park,1
7177,2021-05,Garment District,27
7178,2021-05,Glen Oaks,25
7179,2021-05,Glendale,132
7180,2021-05,Gowanus,194
7181,2021-05,Gramercy,44
7182,2021-05,Gravesend,196
7183,2021-05,Great Kills,1
7184,2021-05,Green-Wood Cemetery,3
7185,2021-05,Greenpoint,90
7186,2021-05,Greenwich Village North,14
7187,2021-05,Greenwich Village South,5
7188,2021-05,Grymes Hill/Clifton,19
7189,2021-05,Hamilton Heights,1252
7190,2021-05,Hammels/Arverne,213
7191,2021-05,Heartland Village/Todt Hill,4
7192,2021-05,Highbridge,361
7193,2021-05,Highbridge Park,9
7194,2021-05,Hillcrest/Pomonok,197
7195,2021-05,Hollis,132
7196,2021-05,Homecrest,174
7197,2021-05,Howard Beach,84
7198,2021-05,Hudson Sq,4
7199,2021-05,Hunts Point,190
7200,2021-05,Inwood,321
7201,2021-05,Inwood Hill Park,37
7202,2021-05,JFK Airport,26
7203,2021-05,Jackson Heights,829
7204,2021-05,Jamaica,911
7205,2021-05,Jamaica Bay,1
7206,2021-05,Jamaica Estates,173
7207,2021-05,Kensington,132
7208,2021-05,Kew Gardens,506
7209,2021-05,Kew Gardens Hills,111
7210,2021-05,Kingsbridge Heights,353
7211,2021-05,Kips Bay,126
7212,2021-05,LaGuardia Airport,12
7213,2021-05,Laurelton,129
7214,2021-05,Lenox Hill East,184
7215,2021-05,Lenox Hill West,48
7216,2021-05,Lincoln Square East,34
7217,2021-05,Lincoln Square West,21
7218,2021-05,Little Italy/NoLiTa,18
7219,2021-05,Long Island City/Hunters Point,208
7220,2021-05,Long Island City/Queens Plaza,159
7221,2021-05,Longwood,209
7222,2021-05,Lower East Side,16
7223,2021-05,Madison,130
7224,2021-05,Manhattan Beach,84
7225,2021-05,Manhattan Valley,70
7226,2021-05,Manhattanville,668
7227,2021-05,Marble Hill,79
7228,2021-05,Marine Park/Floyd Bennett Field,21
7229,2021-05,Marine Park/Mill Basin,253
7230,2021-05,Mariners Harbor,41
7231,2021-05,Maspeth,84
7232,2021-05,Meatpacking/West Village West,2
7233,2021-05,Melrose South,619
7234,2021-05,Middle Village,89
7235,2021-05,Midtown Center,17
7236,2021-05,Midtown East,30
7237,2021-05,Midtown North,17
7238,2021-05,Midtown South,23
7239,2021-05,Midwood,287
7240,2021-05,Morningside Heights,2463
7241,2021-05,Morrisania/Melrose,371
7242,2021-05,Mott Haven/Port Morris,609
7243,2021-05,Mount Hope,387
7244,2021-05,Murray Hill,71
7245,2021-05,Murray Hill-Queens,59
7246,2021-05,New Dorp/Midland Beach,1
7247,2021-05,North Corona,121
7248,2021-05,Norwood,378
7249,2021-05,Oakland Gardens,28
7250,2021-05,Ocean Hill,321
7251,2021-05,Ocean Parkway South,54
7252,2021-05,Old Astoria,276
7253,2021-05,Ozone Park,35
7254,2021-05,Park Slope,782
7255,2021-05,Parkchester,368
7256,2021-05,Pelham Bay,108
7257,2021-05,Pelham Bay Park,14
7258,2021-05,Pelham Parkway,357
7259,2021-05,Penn Station/Madison Sq West,25
7260,2021-05,Prospect Heights,215
7261,2021-05,Prospect Park,43
7262,2021-05,Prospect-Lefferts Gardens,901
7263,2021-05,Queens Village,213
7264,2021-05,Queensboro Hill,66
7265,2021-05,Queensbridge/Ravenswood,344
7266,2021-05,Randalls Island,15
7267,2021-05,Red Hook,96
7268,2021-05,Rego Park,493
7269,2021-05,Richmond Hill,535
7270,2021-05,Ridgewood,127
7271,2021-05,Riverdale/North Riverdale/Fieldston,118
7272,2021-05,Rockaway Park,58
7273,2021-05,Roosevelt Island,28
7274,2021-05,Rosedale,62
7275,2021-05,Rossville/Woodrow,1
7276,2021-05,Saint Albans,327
7277,2021-05,Saint George/New Brighton,10
7278,2021-05,Saint Michaels Cemetery/Woodside,40
7279,2021-05,Schuylerville/Edgewater Park,264
7280,2021-05,Seaport,11
7281,2021-05,Sheepshead Bay,259
7282,2021-05,SoHo,3
7283,2021-05,Soundview/Bruckner,244
7284,2021-05,Soundview/Castle Hill,722
7285,2021-05,South Beach/Dongan Hills,1
7286,2021-05,South Jamaica,288
7287,2021-05,South Ozone Park,227
7288,2021-05,South Williamsburg,60
7289,2021-05,Springfield Gardens North,250
7290,2021-05,Springfield Gardens South,91
7291,2021-05,Spuyten Duyvil/Kingsbridge,273
7292,2021-05,Stapleton,4
7293,2021-05,Starrett City,280
7294,2021-05,Steinway,255
7295,2021-05,Stuy Town/Peter Cooper Village,10
7296,2021-05,Stuyvesant Heights,594
7297,2021-05,Sunnyside,372
7298,2021-05,Sunset Park East,209
7299,2021-05,Sunset Park West,340
7300,2021-05,Sutton Place/Turtle Bay North,25
7301,2021-05,Times Sq/Theatre District,16
7302,2021-05,TriBeCa/Civic Center,18
7303,2021-05,Two Bridges/Seward Park,43
7304,2021-05,UN/Turtle Bay South,28
7305,2021-05,Union Sq,32
7306,2021-05,University Heights/Morris Heights,463
7307,2021-05,Upper East Side North,374
7308,2021-05,Upper East Side South,33
7309,2021-05,Upper West Side North,63
7310,2021-05,Upper West Side South,24
7311,2021-05,Van Cortlandt Park,47
7312,2021-05,Van Cortlandt Village,252
7313,2021-05,Van Nest/Morris Park,793
7314,2021-05,Washington Heights North,484
7315,2021-05,Washington Heights South,2530
7316,2021-05,West Chelsea/Hudson Yards,10
7317,2021-05,West Concourse,500
7318,2021-05,West Farms/Bronx River,182
7319,2021-05,West Village,11
7320,2021-05,Westchester Village/Unionport,200
7321,2021-05,Whitestone,42
7322,2021-05,Willets Point,3
7323,2021-05,Williamsbridge/Olinville,458
7324,2021-05,Williamsburg (North Side),132
7325,2021-05,Williamsburg (South Side),141
7326,2021-05,Windsor Terrace,76
7327,2021-05,Woodhaven,89
7328,2021-05,Woodlawn/Wakefield,177
7329,2021-05,Woodside,380
7330,2021-05,World Trade Center,6
7331,2021-05,Yorkville East,36
7332,2021-05,Yorkville West,164
7333,2021-06,Allerton/Pelham Gardens,135
7334,2021-06,Alphabet City,29
7335,2021-06,Arden Heights,25
7336,2021-06,Arrochar/Fort Wadsworth,7
7337,2021-06,Astoria,1856
7338,2021-06,Astoria Park,9
7339,2021-06,Auburndale,81
7340,2021-06,Baisley Park,286
7341,2021-06,Bath Beach,110
7342,2021-06,Battery Park City,1
7343,2021-06,Bay Ridge,362
7344,2021-06,Bay Terrace/Fort Totten,17
7345,2021-06,Bayside,66
7346,2021-06,Bedford,528
7347,2021-06,Bedford Park,262
7348,2021-06,Bellerose,70
7349,2021-06,Belmont,154
7350,2021-06,Bensonhurst East,138
7351,2021-06,Bensonhurst West,185
7352,2021-06,Bloomfield/Emerson Hill,54
7353,2021-06,Bloomingdale,449
7354,2021-06,Boerum Hill,814
7355,2021-06,Borough Park,248
7356,2021-06,Breezy Point/Fort Tilden/Riis Beach,6
7357,2021-06,Briarwood/Jamaica Hills,143
7358,2021-06,Brighton Beach,160
7359,2021-06,Broad Channel,2
7360,2021-06,Bronx Park,37
7361,2021-06,Bronxdale,187
7362,2021-06,Brooklyn Heights,1081
7363,2021-06,Brooklyn Navy Yard,30
7364,2021-06,Brownsville,494
7365,2021-06,Bushwick North,113
7366,2021-06,Bushwick South,238
7367,2021-06,Cambria Heights,91
7368,2021-06,Canarsie,519
7369,2021-06,Carroll Gardens,137
7370,2021-06,Central Harlem,5084
7371,2021-06,Central Harlem North,3469
7372,2021-06,Central Park,1440
7373,2021-06,Charleston/Tottenville,2
7374,2021-06,Chinatown,24
7375,2021-06,City Island,37
7376,2021-06,Claremont/Bathgate,275
7377,2021-06,Clinton East,41
7378,2021-06,Clinton Hill,545
7379,2021-06,Clinton West,23
7380,2021-06,Co-Op City,541
7381,2021-06,Cobble Hill,391
7382,2021-06,College Point,29
7383,2021-06,Columbia Street,23
7384,2021-06,Coney Island,408
7385,2021-06,Corona,462
7386,2021-06,Country Club,13
7387,2021-06,Crotona Park,10
7388,2021-06,Crotona Park East,123
7389,2021-06,Crown Heights North,1244
7390,2021-06,Crown Heights South,290
7391,2021-06,Cypress Hills,112
7392,2021-06,DUMBO/Vinegar Hill,204
7393,2021-06,Douglaston,20
7394,2021-06,Downtown Brooklyn/MetroTech,1619
7395,2021-06,Dyker Heights,108
7396,2021-06,East Chelsea,42
7397,2021-06,East Concourse/Concourse Village,521
7398,2021-06,East Elmhurst,107
7399,2021-06,East Flatbush/Farragut,342
7400,2021-06,East Flatbush/Remsen Village,394
7401,2021-06,East Flushing,15
7402,2021-06,East Harlem North,9025
7403,2021-06,East Harlem South,8760
7404,2021-06,East New York,655
7405,2021-06,East New York/Pennsylvania Avenue,246
7406,2021-06,East Tremont,227
7407,2021-06,East Village,29
7408,2021-06,East Williamsburg,147
7409,2021-06,Eastchester,168
7410,2021-06,Elmhurst,1627
7411,2021-06,Elmhurst/Maspeth,219
7412,2021-06,Erasmus,192
7413,2021-06,Far Rockaway,175
7414,2021-06,Financial District North,18
7415,2021-06,Financial District South,11
7416,2021-06,Flatbush/Ditmas Park,523
7417,2021-06,Flatiron,23
7418,2021-06,Flatlands,366
7419,2021-06,Flushing,275
7420,2021-06,Flushing Meadows-Corona Park,103
7421,2021-06,Fordham South,145
7422,2021-06,Forest Hills,2639
7423,2021-06,Forest Park/Highland Park,10
7424,2021-06,Fort Greene,1509
7425,2021-06,Fresh Meadows,34
7426,2021-06,Freshkills Park,3
7427,2021-06,Garment District,27
7428,2021-06,Glen Oaks,27
7429,2021-06,Glendale,98
7430,2021-06,Gowanus,142
7431,2021-06,Gramercy,55
7432,2021-06,Gravesend,165
7433,2021-06,Green-Wood Cemetery,3
7434,2021-06,Greenpoint,108
7435,2021-06,Greenwich Village North,23
7436,2021-06,Greenwich Village South,7
7437,2021-06,Grymes Hill/Clifton,27
7438,2021-06,Hamilton Heights,1283
7439,2021-06,Hammels/Arverne,210
7440,2021-06,Heartland Village/Todt Hill,6
7441,2021-06,Highbridge,297
7442,2021-06,Highbridge Park,17
7443,2021-06,Hillcrest/Pomonok,210
7444,2021-06,Hollis,109
7445,2021-06,Homecrest,166
7446,2021-06,Howard Beach,56
7447,2021-06,Hudson Sq,2
7448,2021-06,Hunts Point,127
7449,2021-06,Inwood,284
7450,2021-06,Inwood Hill Park,19
7451,2021-06,JFK Airport,25
7452,2021-06,Jackson Heights,974
7453,2021-06,Jamaica,861
7454,2021-06,Jamaica Estates,145
7455,2021-06,Kensington,114
7456,2021-06,Kew Gardens,559
7457,2021-06,Kew Gardens Hills,119
7458,2021-06,Kingsbridge Heights,299
7459,2021-06,Kips Bay,132
7460,2021-06,LaGuardia Airport,15
7461,2021-06,Laurelton,113
7462,2021-06,Lenox Hill East,200
7463,2021-06,Lenox Hill West,49
7464,2021-06,Lincoln Square East,33
7465,2021-06,Lincoln Square West,19
7466,2021-06,Little Italy/NoLiTa,12
7467,2021-06,Long Island City/Hunters Point,202
7468,2021-06,Long Island City/Queens Plaza,218
7469,2021-06,Longwood,164
7470,2021-06,Lower East Side,5
7471,2021-06,Madison,97
7472,2021-06,Manhattan Beach,66
7473,2021-06,Manhattan Valley,111
7474,2021-06,Manhattanville,641
7475,2021-06,Marble Hill,84
7476,2021-06,Marine Park/Floyd Bennett Field,7
7477,2021-06,Marine Park/Mill Basin,220
7478,2021-06,Mariners Harbor,42
7479,2021-06,Maspeth,63
7480,2021-06,Meatpacking/West Village West,1
7481,2021-06,Melrose South,534
7482,2021-06,Middle Village,58
7483,2021-06,Midtown Center,31
7484,2021-06,Midtown East,31
7485,2021-06,Midtown North,12
7486,2021-06,Midtown South,32
7487,2021-06,Midwood,225
7488,2021-06,Morningside Heights,2763
7489,2021-06,Morrisania/Melrose,293
7490,2021-06,Mott Haven/Port Morris,512
7491,2021-06,Mount Hope,330
7492,2021-06,Murray Hill,89
7493,2021-06,Murray Hill-Queens,61
7494,2021-06,Newark Airport,2
7495,2021-06,North Corona,171
7496,2021-06,Norwood,363
7497,2021-06,Oakland Gardens,19
7498,2021-06,Ocean Hill,281
7499,2021-06,Ocean Parkway South,30
7500,2021-06,Old Astoria,374
7501,2021-06,Ozone Park,25
7502,2021-06,Park Slope,744
7503,2021-06,Parkchester,267
7504,2021-06,Pelham Bay,85
7505,2021-06,Pelham Bay Park,34
7506,2021-06,Pelham Parkway,281
7507,2021-06,Penn Station/Madison Sq West,29
7508,2021-06,Port Richmond,2
7509,2021-06,Prospect Heights,189
7510,2021-06,Prospect Park,43
7511,2021-06,Prospect-Lefferts Gardens,696
7512,2021-06,Queens Village,163
7513,2021-06,Queensboro Hill,60
7514,2021-06,Queensbridge/Ravenswood,358
7515,2021-06,Randalls Island,11
7516,2021-06,Red Hook,82
7517,2021-06,Rego Park,570
7518,2021-06,Richmond Hill,580
7519,2021-06,Ridgewood,116
7520,2021-06,Riverdale/North Riverdale/Fieldston,102
7521,2021-06,Rockaway Park,50
7522,2021-06,Roosevelt Island,34
7523,2021-06,Rosedale,58
7524,2021-06,Saint Albans,309
7525,2021-06,Saint George/New Brighton,6
7526,2021-06,Saint Michaels Cemetery/Woodside,43
7527,2021-06,Schuylerville/Edgewater Park,200
7528,2021-06,Seaport,12
7529,2021-06,Sheepshead Bay,202
7530,2021-06,SoHo,4
7531,2021-06,Soundview/Bruckner,224
7532,2021-06,Soundview/Castle Hill,593
7533,2021-06,South Beach/Dongan Hills,1
7534,2021-06,South Jamaica,329
7535,2021-06,South Ozone Park,222
7536,2021-06,South Williamsburg,47
7537,2021-06,Springfield Gardens North,201
7538,2021-06,Springfield Gardens South,82
7539,2021-06,Spuyten Duyvil/Kingsbridge,188
7540,2021-06,Stapleton,6
7541,2021-06,Starrett City,211
7542,2021-06,Steinway,266
7543,2021-06,Stuy Town/Peter Cooper Village,12
7544,2021-06,Stuyvesant Heights,565
7545,2021-06,Sunnyside,467
7546,2021-06,Sunset Park East,117
7547,2021-06,Sunset Park West,259
7548,2021-06,Sutton Place/Turtle Bay North,34
7549,2021-06,Times Sq/Theatre District,14
7550,2021-06,TriBeCa/Civic Center,27
7551,2021-06,Two Bridges/Seward Park,51
7552,2021-06,UN/Turtle Bay South,29
7553,2021-06,Union Sq,36
7554,2021-06,University Heights/Morris Heights,377
7555,2021-06,Upper East Side North,471
7556,2021-06,Upper East Side South,38
7557,2021-06,Upper West Side North,73
7558,2021-06,Upper West Side South,36
7559,2021-06,Van Cortlandt Park,45
7560,2021-06,Van Cortlandt Village,233
7561,2021-06,Van Nest/Morris Park,604
7562,2021-06,Washington Heights North,462
7563,2021-06,Washington Heights South,2292
7564,2021-06,West Chelsea/Hudson Yards,10
7565,2021-06,West Concourse,477
7566,2021-06,West Farms/Bronx River,163
7567,2021-06,West Village,19
7568,2021-06,Westchester Village/Unionport,157
7569,2021-06,Whitestone,34
7570,2021-06,Willets Point,8
7571,2021-06,Williamsbridge/Olinville,394
7572,2021-06,Williamsburg (North Side),172
7573,2021-06,Williamsburg (South Side),189
7574,2021-06,Windsor Terrace,79
7575,2021-06,Woodhaven,100
7576,2021-06,Woodlawn/Wakefield,134
7577,2021-06,Woodside,572
7578,2021-06,World Trade Center,10
7579,2021-06,Yorkville East,36
7580,2021-06,Yorkville West,167
7581,2021-07,Allerton/Pelham Gardens,119
7582,2021-07,Alphabet City,22
7583,2021-07,Arden Heights,25
7584,2021-07,Arrochar/Fort Wadsworth,6
7585,2021-07,Astoria,1815
7586,2021-07,Astoria Park,6
7587,2021-07,Auburndale,60
7588,2021-07,Baisley Park,290
7589,2021-07,Bath Beach,108
7590,2021-07,Battery Park City,2
7591,2021-07,Bay Ridge,365
7592,2021-07,Bay Terrace/Fort Totten,27
7593,2021-07,Bayside,48
7594,2021-07,Bedford,513
7595,2021-07,Bedford Park,235
7596,2021-07,Bellerose,76
7597,2021-07,Belmont,170
7598,2021-07,Bensonhurst East,132
7599,2021-07,Bensonhurst West,191
7600,2021-07,Bloomfield/Emerson Hill,85
7601,2021-07,Bloomingdale,410
7602,2021-07,Boerum Hill,891
7603,2021-07,Borough Park,229
7604,2021-07,Breezy Point/Fort Tilden/Riis Beach,11
7605,2021-07,Briarwood/Jamaica Hills,157
7606,2021-07,Brighton Beach,159
7607,2021-07,Broad Channel,1
7608,2021-07,Bronx Park,33
7609,2021-07,Bronxdale,150
7610,2021-07,Brooklyn Heights,1037
7611,2021-07,Brooklyn Navy Yard,38
7612,2021-07,Brownsville,460
7613,2021-07,Bushwick North,124
7614,2021-07,Bushwick South,253
7615,2021-07,Cambria Heights,91
7616,2021-07,Canarsie,498
7617,2021-07,Carroll Gardens,145
7618,2021-07,Central Harlem,4746
7619,2021-07,Central Harlem North,3192
7620,2021-07,Central Park,1269
7621,2021-07,Charleston/Tottenville,5
7622,2021-07,Chinatown,31
7623,2021-07,City Island,28
7624,2021-07,Claremont/Bathgate,304
7625,2021-07,Clinton East,42
7626,2021-07,Clinton Hill,494
7627,2021-07,Clinton West,26
7628,2021-07,Co-Op City,524
7629,2021-07,Cobble Hill,489
7630,2021-07,College Point,33
7631,2021-07,Columbia Street,21
7632,2021-07,Coney Island,417
7633,2021-07,Corona,486
7634,2021-07,Country Club,11
7635,2021-07,Crotona Park,9
7636,2021-07,Crotona Park East,116
7637,2021-07,Crown Heights North,1098
7638,2021-07,Crown Heights South,253
7639,2021-07,Cypress Hills,129
7640,2021-07,DUMBO/Vinegar Hill,181
7641,2021-07,Douglaston,14
7642,2021-07,Downtown Brooklyn/MetroTech,1535
7643,2021-07,Dyker Heights,101
7644,2021-07,East Chelsea,57
7645,2021-07,East Concourse/Concourse Village,472
7646,2021-07,East Elmhurst,94
7647,2021-07,East Flatbush/Farragut,317
7648,2021-07,East Flatbush/Remsen Village,386
7649,2021-07,East Flushing,23
7650,2021-07,East Harlem North,8746
7651,2021-07,East Harlem South,7689
7652,2021-07,East New York,711
7653,2021-07,East New York/Pennsylvania Avenue,155
7654,2021-07,East Tremont,248
7655,2021-07,East Village,21
7656,2021-07,East Williamsburg,213
7657,2021-07,Eastchester,171
7658,2021-07,Elmhurst,1620
7659,2021-07,Elmhurst/Maspeth,265
